Enr;Code_Pays;Libelle;Masculin;Feminin;Total;Accessible;DateCreation;Densite;Superficie;NbRegion;NbDepartement;NbCommune;NbLocalite;DateIndependance;DateReunification;DateUnification
1;1;CAMEROUN;0;0;27744989;0;01/01/1960;58,000000;475 440,000000;10;58;360;0;;;
